title,character_name,actor_name,sympathy_coding,arc_presence,arc_direction,confidence_arc,reasoning_arc
Avatar Aang: The Last Airbender,Hong (voice),Vic Chao,neutral,flat,none,low,Hong is a minor character with limited development and does not significantly impact the main narrative.
Avatar Aang: The Last Airbender,Monk Gyatso (voice),François Chau,neutral,flat,none,low,Monk Gyatso serves a supportive role in the story without significant character development or a clear relationship with the audience.
Avatar Aang: The Last Airbender,Young Aang (voice),Sander Argabrite,protagonist,significant,positive,medium,Young Aang is a central character whose journey reflects growth and development as he learns to embrace his role as the Avatar.
Avatar Aang: The Last Airbender,Fire Nation Messenger (voice),Ronny Chieng,neutral,flat,none,low,The character serves a functional role in the story without significant development or emotional engagement.
Avatar Aang: The Last Airbender,Avatar Roku (voice),Keone Young,neutral,flat,none,low,Avatar Roku serves as a guide for Aang but does not undergo significant development or change throughout the story.
Avatar Aang: The Last Airbender,Grand Chamberlain (voice),Tim Dang,neutral,flat,none,low,The Grand Chamberlain is a minor character with limited development and serves a functional role in the story.
Avatar Aang: The Last Airbender,Cabbage Merchant (voice),Ken Jeong,neutral,flat,none,low,The Cabbage Merchant is a minor character with limited development and serves primarily as a comedic element.
GOAT,Will Harris (voice),Caleb McLaughlin,protagonist,significant,positive,medium,"Will Harris is a central character whose journey involves personal growth and overcoming challenges, making him relatable and sympathetic to the audience."
GOAT,Jett Fillmore (voice),Gabrielle Union,neutral,flat,none,low,"Jett Fillmore is a voice character in a lesser-known film, and there is limited information on her development or audience perception."
GOAT,Lenny Williamson (voice),Stephen Curry,neutral,flat,none,low,"Lenny Williamson is a minor character with limited information available, suggesting he serves a functional role without significant development."
GOAT,Mane Attraction (voice),Aaron Pierre,neutral,flat,none,low,"Mane Attraction is a voice character with minimal information available, suggesting a lack of significant development or audience connection."
GOAT,Olivia Burke (voice),Nicola Coughlan,neutral,flat,none,low,"Olivia Burke is a minor character with limited information available, making it difficult to assess her role and development in the story."
GOAT,Archie Everhardt (voice),David Harbour,neutral,flat,none,low,"Archie Everhardt is a minor character with limited information available, making it difficult to assess his role and development in the story."
GOAT,Modo Olachenko (voice),Nick Kroll,neutral,flat,none,low,"Modo Olachenko is a minor character with limited information available, making it difficult to assess his role and development in the story."
GOAT,Flo Everson (voice),Jenifer Lewis,neutral,flat,none,low,"Flo Everson is a minor character with limited information available, suggesting minimal impact on the story."
GOAT,Dennis Cooper (voice),Patton Oswalt,neutral,flat,none,low,Dennis Cooper is a minor character with limited development and does not significantly impact the main narrative.
GOAT,Grizz (voice),Jelly Roll,neutral,flat,none,low,"Grizz is a minor character with limited information available, suggesting minimal development or impact on the story."
GOAT,Louise Harris (voice),Jennifer Hudson,neutral,flat,none,low,"Louise Harris is a voice character in 'GOAT' with limited information available, suggesting minimal development or impact on the story."
GOAT,Hannah (voice),Sherry Cola,neutral,flat,none,low,"Hannah is a voice character with limited information available, suggesting minimal development or impact on the story."
GOAT,Daryl (voice),Eduardo Franco,neutral,flat,none,low,"Daryl is a minor character with limited information available, suggesting minimal development or impact on the story."
GOAT,Chuck (voice),Andrew Santino,neutral,flat,none,low,Chuck is a minor character with limited development and a functional role in the story.
GOAT,Rusty (voice),Bobby Lee,neutral,flat,none,low,"Rusty is a minor character with limited information available, suggesting minimal impact on the story."
GOAT,Frank (voice),Wayne Knight,neutral,flat,none,low,"Frank is a voice character with minimal information available, suggesting a lack of significant development or audience connection."
GOAT,Carol the Whiskers Diner Manager (voice),Ayesha Curry,neutral,flat,none,low,Carol the Whiskers Diner Manager is a minor character with limited development and a functional role in the story.
GOAT,Adi & Ari Everhardt (voice),Van Van,neutral,flat,none,low,Adi & Ari Everhardt are minor characters with limited development and do not significantly impact the main narrative.
GOAT,Theo (voice),Rayaan Kamal Khan,neutral,flat,none,low,"Theo is a voice character in a film with limited information available, suggesting minimal development or impact on the story."
GOAT,Gerald (voice),Adam Pally,neutral,flat,none,low,Gerald is a minor character with limited development and does not significantly impact the main narrative.
Project Hail Mary,Ryland Grace,Ryan Gosling,protagonist,significant,positive,medium,Ryland Grace is the main character who undergoes a significant transformation as he confronts challenges and ultimately seeks to save humanity.
Project Hail Mary,Eva Stratt,Sandra Hüller,neutral,flat,none,low,Eva Stratt is a minor character in 'Project Hail Mary' with limited development and a functional role in the plot.
Project Hail Mary,Rocky (voice),James Ortiz,neutral,flat,none,low,"Rocky is a voice character in a supporting role, and there is limited information on his development or audience relationship."
Project Hail Mary,Carl,Lionel Boyce,neutral,flat,none,low,Carl is a minor character in 'Project Hail Mary' with limited development and a functional role in the plot.
Project Hail Mary,Olesya Ilyukhina,Milana Vayntrub,neutral,flat,none,low,Olesya Ilyukhina is a minor character in 'Project Hail Mary' with limited development and a functional role in the plot.
Project Hail Mary,Yao,Ken Leung,neutral,flat,none,low,Yao is a minor character in 'Project Hail Mary' with limited development and a functional role in the plot.
Project Hail Mary,Mary (voice),Priya Kansara,neutral,flat,none,low,Mary is a voice character with minimal development and a functional role in the story.
Project Hail Mary,Dr. Browne,Mia Soteriou,neutral,flat,none,low,Dr. Browne is a minor character with limited development and a functional role in the plot.
Project Hail Mary,Olivia,Annelle Olaleye,neutral,flat,none,low,Olivia is a minor character in 'Project Hail Mary' with limited development and a functional role in the plot.
Project Hail Mary,Rekha,Maya Eva Hosein,neutral,flat,none,low,"Rekha is a minor character with limited information available, making it difficult to assess her role and development in the story."
Project Hail Mary,Parker,Bastian Antonio Fuentes,neutral,flat,none,low,"Parker is a minor character with limited information available, making it difficult to assess their role and development in the story."
Project Hail Mary,Hardware Store Cashier,Alice Brittain,neutral,flat,none,low,"The Hardware Store Cashier is a minor character with minimal impact on the story, lacking significant development or a clear relationship with the audience."
Project Hail Mary,Air Force Officer,Michael Akinsulire,neutral,flat,none,low,The character 'Air Force Officer' appears to serve a functional role in the plot without significant development or emotional engagement.
Project Hail Mary,Tilt-A-Whirl,Travis Jay,neutral,flat,none,low,Tilt-A-Whirl is a minor character with limited development and unclear audience relationship.
Project Hail Mary,Aircraft Carrier Officer,Geoffrey Lumb,neutral,flat,none,low,The character 'Aircraft Carrier Officer' has minimal screen time and does not undergo significant development or change.
Project Hail Mary,Dr. Scyther,Paul Lambert,neutral,flat,none,low,Dr. Scyther is a minor character with limited development and a functional role in the plot.
Project Hail Mary,Dr. Li,Orion Lee,neutral,flat,none,low,Dr. Li is a minor character in 'Project Hail Mary' with limited development and a functional role in the plot.
